"stat_property","month_edit","no_statement","no_claim","stat_claim_ratio"
"P2002","2016-02",369,379,1.02710027100271
"P227","2015-05",2658,2730,1.02708803611738
"P269","2015-01",886,910,1.02708803611738
"P1395","2015-08",4659,4785,1.02704443013522
"P1006","2015-11",925,950,1.02702702702703
"P1045","2014-03",111,114,1.02702702702703
"P1083","2016-03",37,38,1.02702702702703
"P1196","2015-07",111,114,1.02702702702703
"P1216","2015-04",37,38,1.02702702702703
"P1402","2015-04",74,76,1.02702702702703
"P1427","2014-11",37,38,1.02702702702703
"P143","2014-11",37,38,1.02702702702703
"P1444","2014-11",37,38,1.02702702702703
"P172","2016-02",370,380,1.02702702702703
"P201","2016-01",37,38,1.02702702702703
"P2031","2015-11",74,76,1.02702702702703
"P231","2015-06",37,38,1.02702702702703
"P235","2016-08",37,38,1.02702702702703
"P2638","2016-08",37,38,1.02702702702703
"P402","2013-09",37,38,1.02702702702703
"P402","2015-02",37,38,1.02702702702703
"P408","2014-01",111,114,1.02702702702703
"P424","2015-10",37,38,1.02702702702703
"P435","2016-04",185,190,1.02702702702703
"P610","2013-08",37,38,1.02702702702703
"P649","2016-07",111,114,1.02702702702703
"P655","2014-11",37,38,1.02702702702703
"P655","2016-05",74,76,1.02702702702703
"P706","2015-07",111,114,1.02702702702703
"P740","2014-12",37,38,1.02702702702703
"P996","2015-11",74,76,1.02702702702703
"P3031","2016-08",519,533,1.02697495183044
"P1017","2014-11",334,343,1.02694610778443
"P1866","2015-09",260,267,1.02692307692308
"P18","2015-06",38628,39667,1.02689758724241
"P25","2016-03",409,420,1.02689486552567
"P486","2015-02",1636,1680,1.02689486552567
"P580","2016-03",1004,1031,1.02689243027888
"P1476","2015-05",1376,1413,1.02688953488372
"P274","2014-03",149,153,1.02684563758389
"P131","2016-07",51599,52984,1.02684160545747
"P856","2016-03",3130,3214,1.02683706070288
"P119","2015-11",634,651,1.02681388012618
"P1261","2016-06",112,115,1.02678571428571
"P1550","2015-11",112,115,1.02678571428571
"P1978","2015-07",112,115,1.02678571428571
"P513","2014-08",336,345,1.02678571428571
"P561","2013-06",112,115,1.02678571428571
"P961","2014-11",112,115,1.02678571428571
"P463","2014-07",4372,4489,1.02676120768527
"P279","2016-07",101690,104410,1.02674795948471
"P195","2015-09",449,461,1.02672605790646
"P1477","2015-07",824,846,1.02669902912621
"P1343","2015-03",2436,2501,1.02668308702791
"P144","2014-11",300,308,1.02666666666667
"P154","2013-09",75,77,1.02666666666667
"P1607","2016-08",75,77,1.02666666666667
"P181","2016-05",75,77,1.02666666666667
"P350","2015-05",75,77,1.02666666666667
"P357","2013-06",150,154,1.02666666666667
"P558","2013-06",75,77,1.02666666666667
"P57","2013-10",825,847,1.02666666666667
"P880","2013-09",75,77,1.02666666666667
"P945","2014-03",75,77,1.02666666666667
"P119","2016-07",263,270,1.02661596958175
"P6","2016-06",978,1004,1.02658486707566
"P651","2015-05",339,348,1.02654867256637
"P809","2013-12",113,116,1.02654867256637
"P140","2016-08",942,967,1.02653927813163
"P1017","2014-09",490,503,1.0265306122449
"P154","2015-12",377,387,1.02652519893899
"P18","2015-04",40818,41900,1.02650791317556
"P691","2014-01",604,620,1.02649006622517
"P648","2016-04",2303,2364,1.02648719062093
"P156","2014-09",1246,1279,1.02648475120385
"P138","2013-06",1586,1628,1.02648171500631
"P231","2016-09",719,738,1.02642559109875
"P27","2014-10",25256,25922,1.02636997149192
"P641","2015-07",2465,2530,1.026369168357
"P119","2013-04",569,584,1.02636203866432
"P1014","2014-01",38,39,1.02631578947368
"P103","2013-06",38,39,1.02631578947368
"P1080","2016-01",76,78,1.02631578947368
"P1101","2015-10",76,78,1.02631578947368
"P115","2015-04",38,39,1.02631578947368
"P1190","2014-12",38,39,1.02631578947368
"P1216","2015-05",38,39,1.02631578947368
"P1217","2014-05",38,39,1.02631578947368
"P1680","2016-02",152,156,1.02631578947368
"P1728","2015-11",38,39,1.02631578947368
"P1832","2015-11",38,39,1.02631578947368
"P1850","2016-02",38,39,1.02631578947368
"P1954","2015-11",76,78,1.02631578947368
"P220","2015-03",38,39,1.02631578947368
"P25","2014-02",342,351,1.02631578947368
"P2515","2016-07",38,39,1.02631578947368
"P2529","2016-08",38,39,1.02631578947368
"P303","2013-03",152,156,1.02631578947368
"P3191","2016-09",38,39,1.02631578947368
"P411","2016-03",38,39,1.02631578947368
"P460","2013-07",38,39,1.02631578947368
"P757","2014-01",38,39,1.02631578947368
"P757","2015-11",38,39,1.02631578947368
"P814","2015-05",38,39,1.02631578947368
"P815","2015-08",190,195,1.02631578947368
"P838","2016-03",38,39,1.02631578947368
"P88","2013-08",38,39,1.02631578947368
"P88","2016-09",38,39,1.02631578947368
"P885","2014-07",38,39,1.02631578947368
"P361","2015-07",6614,6788,1.02630783187179
"P646","2015-08",381,391,1.02624671916011
"P57","2016-03",2172,2229,1.02624309392265
"P123","2014-11",343,352,1.02623906705539
"P117","2016-03",229,235,1.02620087336245
"P244","2013-11",917,941,1.02617230098146
"P269","2016-03",879,902,1.02616609783845
"P513","2014-05",306,314,1.02614379084967
"P269","2013-12",727,746,1.02613480055021
"P735","2016-08",18265,18742,1.02611552148919
"P154","2016-03",230,236,1.02608695652174
"P1972","2015-11",115,118,1.02608695652174
"P402","2016-03",115,118,1.02608695652174
"P242","2016-05",1074,1102,1.02607076350093
"P657","2015-09",192,197,1.02604166666667
"P264","2015-01",4306,4418,1.02601021830005
"P571","2013-10",500,513,1.026
"P1006","2014-11",808,829,1.0259900990099
"P275","2014-08",77,79,1.02597402597403
"P460","2014-01",77,79,1.02597402597403
"P1006","2014-04",694,712,1.02593659942363
"P436","2013-08",347,356,1.02593659942363
"P1711","2016-06",193,198,1.0259067357513
"P1801","2015-07",193,198,1.0259067357513
"P1562","2014-10",17337,17786,1.025898367653
"P184","2016-03",116,119,1.02586206896552
"P1071","2014-12",271,278,1.02583025830258
"P577","2015-06",18182,18651,1.02579474205258
"P921","2014-03",737,756,1.02578018995929
"P417","2016-09",1592,1633,1.02575376884422
"P1282","2014-10",233,239,1.02575107296137
"P646","2013-11",233,239,1.02575107296137
"P155","2013-08",777,797,1.02574002574003
"P131","2016-05",72383,74246,1.02573808767252
"P1813","2015-04",3500,3590,1.02571428571429
"P1080","2014-07",1401,1437,1.02569593147752
"P473","2014-06",545,559,1.0256880733945
"P213","2014-07",1168,1198,1.02568493150685
"P268","2016-08",1364,1399,1.02565982404692
"P103","2016-01",234,240,1.02564102564103
"P118","2014-04",39,40,1.02564102564103
"P1233","2015-07",39,40,1.02564102564103
"P1367","2016-07",39,40,1.02564102564103
"P1581","2016-06",39,40,1.02564102564103
"P159","2014-02",117,120,1.02564102564103
"P1636","2015-05",78,80,1.02564102564103
"P1807","2015-04",39,40,1.02564102564103
"P1950","2015-07",39,40,1.02564102564103
"P1986","2015-11",273,280,1.02564102564103
"P2194","2016-03",39,40,1.02564102564103
"P2386","2015-12",39,40,1.02564102564103
"P2389","2016-06",39,40,1.02564102564103
"P245","2013-09",39,40,1.02564102564103
"P2768","2016-07",39,40,1.02564102564103
"P291","2013-06",39,40,1.02564102564103
"P350","2015-08",78,80,1.02564102564103
"P351","2015-01",39,40,1.02564102564103
"P411","2014-11",39,40,1.02564102564103
"P461","2016-07",39,40,1.02564102564103
"P496","2016-03",39,40,1.02564102564103
"P535","2015-12",117,120,1.02564102564103
"P646","2013-09",39,40,1.02564102564103
"P723","2016-05",78,80,1.02564102564103
"P735","2013-10",78,80,1.02564102564103
"P809","2014-05",39,40,1.02564102564103
"P585","2014-03",313,321,1.02555910543131
"P688","2015-12",24470,25095,1.02554147936248
"P69","2014-01",4429,4542,1.02551365996839
"P27","2016-01",58911,60414,1.02551306207669
"P31","2014-08",407936,418343,1.02551135472231
"P2131","2015-12",157,161,1.02547770700637
"P225","2015-11",80190,82232,1.02546452176082
"P580","2015-07",943,967,1.0254506892895
"P651","2015-03",511,524,1.02544031311155
"P132","2013-06",8768,8991,1.02543339416058
"P268","2014-07",708,726,1.02542372881356
"P361","2014-10",5156,5287,1.02540729247479
"P1230","2016-03",1300,1333,1.02538461538462
"P41","2013-02",591,606,1.0253807106599
"P57","2016-05",1894,1942,1.02534318901795
"P477","2016-09",79,81,1.0253164556962
"P815","2015-11",79,81,1.0253164556962
"P97","2015-01",79,81,1.0253164556962
"P577","2014-10",8107,8312,1.02528678919452
"P1801","2016-09",277,284,1.02527075812274
"P1367","2015-05",317,325,1.02523659305994
"P495","2014-09",6980,7156,1.02521489971347
"P1342","2014-06",119,122,1.02521008403361
"P306","2013-04",5481,5619,1.02517788724685
"P213","2013-04",99397,101899,1.02517178586879
"P140","2014-09",437,448,1.02517162471396
"P291","2016-07",1351,1385,1.02516654330126
"P1477","2014-10",159,163,1.0251572327044
"P97","2015-06",159,163,1.0251572327044
"P137","2016-09",2584,2649,1.02515479876161
"P1212","2014-03",199,204,1.0251256281407
"P949","2013-12",199,204,1.0251256281407
"P154","2016-04",239,245,1.02510460251046
"P1017","2014-07",518,531,1.02509652509653
"P159","2014-12",359,368,1.02506963788301
"P131","2013-05",114924,117801,1.0250339354704
"P1027","2016-08",40,41,1.025
"P103","2016-04",120,123,1.025
"P1030","2016-06",240,246,1.025
"P109","2016-06",80,82,1.025
"P1093","2015-11",80,82,1.025
"P111","2016-07",40,41,1.025
"P1191","2016-07",120,123,1.025
"P1249","2015-06",40,41,1.025
"P154","2014-12",200,205,1.025
"P156","2014-07",720,738,1.025
"P16","2014-01",40,41,1.025
"P1630","2015-09",40,41,1.025
"P177","2015-09",40,41,1.025
"P1842","2016-03",40,41,1.025
"P195","2015-10",600,615,1.025
"P212","2016-03",120,123,1.025
"P233","2016-05",40,41,1.025
"P304","2014-09",40,41,1.025
"P353","2015-01",40,41,1.025
"P357","2014-10",200,205,1.025
"P367","2013-03",40,41,1.025
"P402","2014-09",40,41,1.025
"P410","2013-08",40,41,1.025
"P480","2015-01",40,41,1.025
"P508","2015-04",40,41,1.025
"P53","2013-07",80,82,1.025
"P541","2016-05",40,41,1.025
"P575","2014-05",40,41,1.025
"P649","2016-06",240,246,1.025
"P119","2016-06",322,330,1.02484472049689
"P25","2016-08",483,495,1.02484472049689
"P243","2013-11",4550,4663,1.02483516483516
"P94","2013-11",685,702,1.02481751824818
"P509","2016-02",403,413,1.02481389578164
"P495","2013-09",11372,11654,1.02479774885684
"P53","2015-08",121,124,1.02479338842975
"P119","2013-05",324,332,1.02469135802469
"P1801","2016-08",243,249,1.02469135802469
"P36","2015-10",162,166,1.02469135802469
"P366","2016-07",648,664,1.02469135802469
"P97","2014-09",81,83,1.02469135802469
"P364","2013-11",3363,3446,1.02468034493012
"P57","2016-07",1621,1661,1.02467612584824
"P159","2015-07",4053,4153,1.0246730816679
"P1343","2014-11",284,291,1.02464788732394
"P269","2015-05",1830,1875,1.02459016393443
"P409","2015-02",244,250,1.02459016393443
"P1098","2015-02",651,667,1.02457757296467
"P906","2014-10",163,167,1.02453987730061
"P2049","2016-02",571,585,1.02451838879159
"P27","2015-04",11387,11666,1.0245016246597
"P454","2014-10",531,544,1.02448210922787
"P149","2016-05",817,837,1.02447980416157
"P1435","2015-08",1555,1593,1.02443729903537
"P1006","2016-02",614,629,1.02442996742671
"P1006","2015-02",492,504,1.02439024390244
"P1018","2014-09",41,42,1.02439024390244
"P103","2013-02",123,126,1.02439024390244
"P1110","2016-09",41,42,1.02439024390244
"P119","2016-05",369,378,1.02439024390244
"P1265","2016-06",41,42,1.02439024390244
"P1366","2015-03",41,42,1.02439024390244
"P1647","2014-12",41,42,1.02439024390244
"P181","2015-12",41,42,1.02439024390244
"P189","2016-07",41,42,1.02439024390244
"P1970","2016-08",41,42,1.02439024390244
"P201","2014-05",41,42,1.02439024390244
"P2061","2016-09",82,84,1.02439024390244
"P2209","2015-11",41,42,1.02439024390244
"P237","2016-03",41,42,1.02439024390244
"P286","2013-05",164,168,1.02439024390244
"P36","2014-06",82,84,1.02439024390244
"P393","2015-04",41,42,1.02439024390244
"P428","2016-01",82,84,1.02439024390244
"P509","2015-06",123,126,1.02439024390244
"P509","2015-10",287,294,1.02439024390244
"P575","2014-10",41,42,1.02439024390244
"P582","2014-02",164,168,1.02439024390244
"P585","2014-01",123,126,1.02439024390244
"P646","2016-06",205,210,1.02439024390244
"P828","2016-05",82,84,1.02439024390244
"P836","2016-06",41,42,1.02439024390244
"P837","2014-09",41,42,1.02439024390244
"P966","2016-04",41,42,1.02439024390244
"P699","2014-11",4392,4499,1.02436247723133
"P577","2015-07",19457,19930,1.02431001696048
"P735","2015-06",38295,39225,1.02428515471994
"P132","2013-05",22691,23242,1.02428275527742
"P409","2016-03",453,464,1.0242825607064
"P102","2014-12",2145,2197,1.02424242424242
"P281","2014-01",495,507,1.02424242424242
"P473","2013-09",454,465,1.02422907488987
"P1174","2014-04",991,1015,1.02421796165489
"P512","2014-11",537,550,1.02420856610801
"P57","2015-07",7273,7449,1.02419909253403
"P576","2015-09",744,762,1.0241935483871
"P495","2013-12",207,212,1.02415458937198
"P973","2014-12",497,509,1.02414486921529
"P641","2015-08",143470,146932,1.02413048023977
"P1006","2015-04",456,467,1.02412280701754
"P644","2015-09",2073,2123,1.02411963338157
"P645","2015-09",2073,2123,1.02411963338157
"P413","2015-11",539,552,1.02411873840445
"P31","2015-07",190651,195247,1.02410687591463
"P234","2016-01",83,85,1.02409638554217
"P2896","2016-09",83,85,1.02409638554217
"P349","2014-09",166,170,1.02409638554217
"P403","2014-02",83,85,1.02409638554217
"P88","2016-05",83,85,1.02409638554217
"P39","2014-10",11378,11652,1.02408156090701
"P84","2015-04",1123,1150,1.02404274265361
"P2042","2015-11",1207,1236,1.02402651201326
"P1092","2015-09",125,128,1.024
"P245","2014-09",125,128,1.024
"P26","2013-09",375,384,1.024
"P31","2015-11",363200,371907,1.02397301762115
"P242","2015-09",876,897,1.02397260273973
"P577","2015-09",14517,14865,1.02397189501963
"P1442","2015-11",1210,1239,1.02396694214876
"P179","2014-10",4006,4102,1.02396405391912
"P1424","2016-09",376,385,1.02393617021277
"P495","2015-04",9778,10012,1.02393127428922
"P840","2014-04",1129,1156,1.02391496899911
"P144","2014-10",460,471,1.02391304347826
"P360","2013-06",460,471,1.02391304347826
"P421","2013-06",502,514,1.02390438247012
"P94","2014-07",502,514,1.02390438247012
"P910","2014-05",2887,2956,1.02390024246623
"P1132","2016-07",3181,3257,1.02389185790632
"P551","2014-03",503,515,1.02385685884692
"P58","2016-07",3354,3434,1.02385211687537
"P1085","2016-09",42,43,1.02380952380952
"P119","2013-09",294,301,1.02380952380952
"P1191","2015-11",840,860,1.02380952380952
"P1233","2014-04",84,86,1.02380952380952
"P1282","2016-06",42,43,1.02380952380952
"P149","2014-04",42,43,1.02380952380952
"P1581","2016-07",42,43,1.02380952380952
"P1687","2015-01",42,43,1.02380952380952
"P1754","2015-12",42,43,1.02380952380952
"P2369","2016-05",42,43,1.02380952380952
"P3110","2016-09",42,43,1.02380952380952
"P352","2013-07",42,43,1.02380952380952
"P395","2016-09",42,43,1.02380952380952
"P405","2013-11",210,215,1.02380952380952
"P443","2014-07",42,43,1.02380952380952
"P461","2016-05",42,43,1.02380952380952
"P496","2015-10",42,43,1.02380952380952
"P53","2013-02",168,172,1.02380952380952
"P53","2014-04",42,43,1.02380952380952
"P580","2015-02",420,430,1.02380952380952
"P655","2016-01",42,43,1.02380952380952
"P740","2015-12",42,43,1.02380952380952
"P825","2016-05",42,43,1.02380952380952
"P735","2015-02",39020,39948,1.023782675551
"P364","2015-12",62762,64254,1.02377234632421
"P31","2013-03",101729,104143,1.02372971325777
"P127","2013-10",1096,1122,1.02372262773723
"P856","2015-01",1349,1381,1.02372127501853
"P108","2013-06",1560,1597,1.02371794871795
"P1477","2016-04",506,518,1.02371541501976
"P2202","2015-12",211,216,1.02369668246445
"P179","2015-05",760,778,1.02368421052632
"P227","2013-11",1478,1513,1.02368064952639
"P1006","2016-06",549,562,1.02367941712204
"P345","2014-12",1775,1817,1.02366197183099
"P138","2015-05",2959,3029,1.02365664075701
"P213","2016-03",2665,2728,1.02363977485929
"P159","2014-08",254,260,1.02362204724409
"P1728","2016-05",127,130,1.02362204724409
"P535","2015-07",254,260,1.02362204724409
"P1802","2015-04",1609,1647,1.0236171535115
"P856","2014-10",1992,2039,1.02359437751004
"P69","2014-05",6204,6350,1.02353320438427
"P119","2013-07",85,87,1.02352941176471
"P1233","2015-09",85,87,1.02352941176471
"P2035","2015-08",85,87,1.02352941176471
"P291","2015-09",85,87,1.02352941176471
"P36","2013-09",936,958,1.02350427350427
"P1006","2015-09",1235,1264,1.02348178137652
"P41","2015-03",213,218,1.02347417840376
"P1006","2015-07",1918,1963,1.02346193952033
"P179","2013-08",384,393,1.0234375
"P509","2015-02",128,131,1.0234375
"P361","2016-08",5889,6027,1.02343352012226
"P856","2014-05",939,961,1.0234291799787
"P156","2015-06",683,699,1.02342606149341
"P706","2015-11",1495,1530,1.02341137123746
"P94","2014-09",470,481,1.02340425531915
"P269","2015-07",2949,3018,1.0233977619532
"P102","2016-07",4235,4334,1.02337662337662
"P37","2015-05",214,219,1.02336448598131
"P57","2014-05",5568,5698,1.02334770114943
"P641","2014-08",257,263,1.02334630350195
"P915","2015-02",514,526,1.02334630350195
"P31","2016-04",232230,237647,1.02332601300435
"P39","2015-02",11582,11852,1.0233120359178
"P178","2014-05",987,1010,1.02330293819656
"P1006","2016-08",1073,1098,1.0232991612302
"P973","2016-06",6098,6240,1.02328632338472
"P101","2013-12",1546,1582,1.02328589909444
"P119","2015-01",430,440,1.02325581395349
"P1216","2016-05",43,44,1.02325581395349
"P1368","2015-08",43,44,1.02325581395349
"P1401","2014-07",43,44,1.02325581395349
"P141","2016-04",43,44,1.02325581395349
"P1418","2015-05",43,44,1.02325581395349
"P1607","2015-11",43,44,1.02325581395349
"P170","2014-10",1075,1100,1.02325581395349
"P1814","2015-04",86,88,1.02325581395349
"P2020","2015-11",43,44,1.02325581395349
"P2045","2016-06",43,44,1.02325581395349
"P220","2015-06",86,88,1.02325581395349
"P269","2014-12",817,836,1.02325581395349
"P3018","2016-09",43,44,1.02325581395349
"P359","2014-12",43,44,1.02325581395349
"P455","2016-08",86,88,1.02325581395349
"P496","2015-05",43,44,1.02325581395349
"P70","2013-08",172,176,1.02325581395349
"P825","2016-01",43,44,1.02325581395349
"P248","2016-09",1033,1057,1.02323330106486
"P227","2015-11",3016,3086,1.02320954907162
"P16","2015-03",216,221,1.02314814814815
"P650","2014-07",216,221,1.02314814814815
"P473","2014-02",605,619,1.02314049586777
"P154","2015-03",173,177,1.02312138728324
"P176","2013-11",519,531,1.02312138728324
"P281","2013-08",8531,8728,1.0230922517876
"P396","2015-04",130,133,1.02307692307692
"P3225","2016-10",2170,2220,1.02304147465438
"P349","2016-04",1085,1110,1.02304147465438
"P676","2014-03",217,222,1.02304147465438
"P1464","2014-12",4956,5070,1.02300242130751
"P973","2016-08",3174,3247,1.02299936988028
"P641","2016-06",1087,1112,1.0229990800368
"P103","2015-07",174,178,1.02298850574713
"P118","2015-05",87,89,1.02298850574713
"P1415","2015-03",87,89,1.02298850574713
"P1562","2016-08",87,89,1.02298850574713
"P183","2013-03",87,89,1.02298850574713
"P1946","2016-05",174,178,1.02298850574713
"P2031","2016-05",87,89,1.02298850574713
"P473","2015-08",87,89,1.02298850574713
"P51","2015-08",87,89,1.02298850574713
"P629","2015-09",87,89,1.02298850574713
"P27","2016-08",60027,61406,1.02297299548537
"P508","2015-08",218,223,1.02293577981651
"P271","2016-04",916,937,1.02292576419214
"P28","2013-02",131,134,1.02290076335878
"P414","2013-06",393,402,1.02290076335878
"P18","2014-12",34797,35593,1.02287553524729
"P590","2016-04",31759,32485,1.02285966182814
"P1707","2015-12",175,179,1.02285714285714
"P227","2014-06",875,895,1.02285714285714
"P268","2016-03",1269,1298,1.02285263987392
"P3018","2016-08",219,224,1.02283105022831
"P3144","2016-09",9198,9408,1.02283105022831
"P361","2014-12",3814,3901,1.02281069743052
"P241","2016-03",702,718,1.02279202279202
"P281","2013-05",21598,22090,1.02277988702658
"P413","2015-10",12572,12858,1.02274896595609
"P1071","2016-08",88,90,1.02272727272727
"P1347","2016-02",44,45,1.02272727272727
"P14","2016-03",220,225,1.02272727272727
"P1629","2015-12",44,45,1.02272727272727
"P2153","2016-03",44,45,1.02272727272727
"P2328","2016-03",44,45,1.02272727272727
"P2349","2016-09",44,45,1.02272727272727
"P2439","2016-04",44,45,1.02272727272727
"P403","2015-02",132,135,1.02272727272727
"P724","2016-05",44,45,1.02272727272727
"P927","2016-07",88,90,1.02272727272727
"P94","2013-08",264,270,1.02272727272727
"P960","2015-11",44,45,1.02272727272727
"P227","2014-03",1849,1891,1.02271498107085
"P570","2013-10",91978,94067,1.02271195285829
"P840","2014-08",529,541,1.0226843100189
"P27","2013-12",2118,2166,1.02266288951841
"P625","2015-08",145417,148710,1.02264522029749
"P1014","2015-11",177,181,1.0225988700565
"P84","2013-08",354,362,1.0225988700565
"P691","2013-10",841,860,1.02259215219976
"P268","2016-04",1328,1358,1.02259036144578
"P101","2014-03",1463,1496,1.02255639097744
"P949","2014-05",266,272,1.02255639097744
"P31","2014-06",832490,851266,1.02255402467297
"P577","2015-10",38638,39508,1.02251669341063
"P2046","2015-10",3910,3998,1.02250639386189
"P957","2013-10",5473,5596,1.02247396309154
"P1092","2016-03",89,91,1.02247191011236
"P1454","2016-03",89,91,1.02247191011236
"P1695","2015-11",89,91,1.02247191011236
"P173","2014-01",89,91,1.02247191011236
"P1766","2015-03",89,91,1.02247191011236
"P424","2015-11",267,273,1.02247191011236
"P268","2016-02",847,866,1.0224321133412
"P1435","2015-06",7759,7933,1.02242557030545
"P170","2015-09",2408,2462,1.02242524916944
"P175","2014-08",3035,3103,1.02240527182867
"P103","2014-10",134,137,1.02238805970149
"P119","2013-10",134,137,1.02238805970149
"P1411","2015-02",536,548,1.02238805970149
"P3063","2016-08",447,457,1.02237136465324
"P607","2016-09",8449,8638,1.02236951118476
"P227","2013-06",582,595,1.02233676975945
"P1242","2016-02",224,229,1.02232142857143
"P276","2016-08",4212,4306,1.02231718898386
"P1343","2015-12",25053,25612,1.02231269708219
"P729","2015-09",269,275,1.02230483271375
"P179","2013-10",314,321,1.02229299363057
"P179","2014-06",1032,1055,1.02228682170543
"P132","2014-11",359,367,1.02228412256267
"P159","2013-11",359,367,1.02228412256267
"P127","2013-11",1482,1515,1.02226720647773
"P1144","2015-06",45,46,1.02222222222222
"P1144","2015-11",45,46,1.02222222222222
"P1146","2015-09",45,46,1.02222222222222
"P1420","2014-08",45,46,1.02222222222222
"P149","2014-02",45,46,1.02222222222222
"P1629","2015-06",45,46,1.02222222222222
"P1874","2016-01",405,414,1.02222222222222
"P1946","2016-08",135,138,1.02222222222222
"P1995","2015-12",45,46,1.02222222222222
"P245","2013-05",45,46,1.02222222222222
"P275","2014-04",45,46,1.02222222222222
"P289","2015-09",45,46,1.02222222222222
"P2970","2016-07",135,138,1.02222222222222
"P413","2013-06",45,46,1.02222222222222
"P486","2016-05",45,46,1.02222222222222
"P662","2016-05",45,46,1.02222222222222
"P727","2016-06",45,46,1.02222222222222
"P854","2013-12",45,46,1.02222222222222
"P91","2016-07",45,46,1.02222222222222
"P949","2016-02",90,92,1.02222222222222
"P434","2016-05",991,1013,1.02219979818365
"P361","2013-09",3740,3823,1.02219251336898
"P735","2014-07",2208,2257,1.02219202898551
"P2013","2016-03",361,369,1.02216066481994
"P176","2013-08",316,323,1.02215189873418
"P269","2014-03",632,646,1.02215189873418
"P2548","2016-06",19868,20308,1.02214616468693
"P750","2014-04",1085,1109,1.0221198156682
"P460","2015-12",3844,3929,1.02211238293444
"P71","2014-05",181,185,1.02209944751381
"P906","2015-12",181,185,1.02209944751381
"P31","2016-05",322271,329390,1.02209010429111
"P842","2016-07",317,324,1.02208201892744
"P18","2014-11",28324,28949,1.02206609235984
"P140","2015-09",544,556,1.02205882352941
"P837","2014-01",136,139,1.02205882352941
"P577","2016-02",8984,9182,1.02203918076581
"P1352","2014-10",91,93,1.02197802197802
"P176","2014-03",2730,2790,1.02197802197802
"P412","2016-03",91,93,1.02197802197802
"P870","2015-06",1548,1582,1.02196382428941
"P702","2016-02",1139,1164,1.02194907813872
"P1266","2015-07",6840,6990,1.0219298245614
"P281","2016-05",14732,15055,1.0219250610915
"P166","2014-03",11089,11332,1.02191360808008
"P404","2015-10",6982,7135,1.02191349183615
"P649","2016-08",502,513,1.02191235059761
"P361","2015-12",7897,8070,1.02190705331138
"P1412","2014-08",10137,10359,1.02189997040545
"P360","2014-04",640,654,1.021875
"P749","2015-07",503,514,1.02186878727634
"P156","2014-02",1697,1734,1.02180318208603
"P735","2015-12",6242,6378,1.02178788849728
"P241","2014-11",597,610,1.02177554438861
"P1120","2015-06",46,47,1.02173913043478
"P1233","2015-10",46,47,1.02173913043478
"P1305","2016-06",46,47,1.02173913043478
"P1317","2014-05",46,47,1.02173913043478
"P1402","2015-09",46,47,1.02173913043478
"P149","2014-10",46,47,1.02173913043478
"P1533","2015-07",46,47,1.02173913043478
"P1619","2016-03",184,188,1.02173913043478
"P1831","2016-02",46,47,1.02173913043478
"P1922","2015-11",46,47,1.02173913043478
"P218","2016-01",92,94,1.02173913043478
"P2207","2016-07",46,47,1.02173913043478
"P235","2016-05",46,47,1.02173913043478
"P2370","2016-08",46,47,1.02173913043478
"P274","2015-06",46,47,1.02173913043478
"P3064","2016-08",46,47,1.02173913043478
"P395","2013-10",46,47,1.02173913043478
"P454","2015-08",230,235,1.02173913043478
"P473","2013-07",46,47,1.02173913043478
"P814","2013-12",92,94,1.02173913043478
"P86","2013-08",92,94,1.02173913043478
"P269","2014-01",922,942,1.02169197396963
"P960","2015-03",369,377,1.02168021680217
"P1128","2015-10",231,236,1.02164502164502
"P3136","2016-09",4761,4864,1.02163411048099
"P1754","2016-06",185,189,1.02162162162162
"P126","2013-11",509,520,1.02161100196464
"P269","2014-11",1111,1135,1.02160216021602
"P3225","2016-09",2409,2461,1.02158572021586
"P473","2015-12",139,142,1.02158273381295
"P1376","2016-05",1437,1468,1.02157272094642
"P437","2014-04",9136,9333,1.02156304728546
"P1709","2016-03",232,237,1.02155172413793
"P1953","2016-08",232,237,1.02155172413793
"P220","2016-01",232,237,1.02155172413793
"P131","2015-10",57217,58450,1.02154953947253
"P2044","2016-07",4548,4646,1.02154793315743
"P1082","2014-11",1718,1755,1.02153667054715
"P279","2014-09",38357,39182,1.02150845999426
"P1030","2016-07",93,95,1.02150537634409
"P154","2014-10",93,95,1.02150537634409
"P2408","2016-01",93,95,1.02150537634409
"P36","2015-04",93,95,1.02150537634409
"P41","2013-05",12428,12695,1.02148374637914
"P1006","2015-08",1164,1189,1.02147766323024
"P135","2016-04",978,999,1.02147239263804
"P195","2016-07",559,571,1.02146690518784
"P1296","2016-04",466,476,1.02145922746781
"P268","2016-05",1352,1381,1.02144970414201
"P1866","2015-06",373,381,1.02144772117962
"P1229","2014-04",513,524,1.02144249512671
"P571","2015-03",2286,2335,1.02143482064742
"P1399","2015-10",420,429,1.02142857142857
"P906","2015-02",140,143,1.02142857142857
"P1412","2016-01",27180,27762,1.02141280353201
"P414","2015-10",794,811,1.02141057934509
"P1017","2015-06",1308,1336,1.02140672782875
"P473","2016-09",10333,10554,1.0213877867028
"P138","2015-02",4072,4159,1.02136542239686
"P1433","2016-06",241313,246457,1.02131671314848
"P1889","2015-09",751,767,1.02130492676431
"P856","2015-04",1832,1871,1.02128820960699
"P1138","2016-04",47,48,1.02127659574468
"P117","2015-11",47,48,1.02127659574468
"P1375","2015-09",47,48,1.02127659574468
"P1753","2016-04",47,48,1.02127659574468
"P1793","2016-01",188,192,1.02127659574468
